NaN,"Foreign direct investment, net (BoP, current US$)","Net capital account (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Exports of goods and services (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Net secondary income (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Total reserves (includes gold, current US$)","External debt stocks, long-term (DOD, current US$)",Total debt service (% of GNI),"Debt service on external debt, total (TDS, current US$)","Net financial flows, bilateral (NFL, current US$)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",Adjusted net national income (current US$),"GNI, Atlas method (current US$)",Exports of goods and services (annual % growth),GDP growth (annual %),GNI growth (annual %),GDP (constant LCU),GNI (constant LCU),Gross national expenditure (constant LCU),Gross domestic income (constant LCU),"Industry (including construction), value added (constant LCU)","Manufacturing, value added (constant LCU)","Services, value added (constant LCU)",GDP (current LCU),GNI (current LCU),Exports of goods and services (current LCU),"Industry (including construction), value added (current LCU)","Services, value added (current LCU)",Gross savings (% of GDP),Gross savings (% of GNI),Exports of goods and services (% of GDP),Trade (% of GDP),Imports of goods and services (constant 2010 US$),Exports of goods and services (constant 2010 US$),GDP (current US$),GNI (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Services, value added (current US$)","Net ODA provided, total (% of GNI)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net official aid received (current US$),"GDP per capita, PPP (current international $)","GDP per capita, PPP (current international $)","GNI, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Over-age students, primary (% of enrollment)","Persistence to grade 5, total (% of cohort)","Government expenditure on education, total (% of government expenditure)","Compulsory education, duration (years)","Adjusted net enrollment rate, primary (% of primary school age children)","Primary education, pupils",Aquaculture production (metric tons),Cereal production (metric tons),"Plant species (higher), threatened",Rural population,Urban population,Electricity production from coal sources (% of total),Access to electricity (% of population),GDP per unit of energy use (PPP $ per kg of oil equivalent),"Annual freshwater withdrawals, total (% of internal resources)",Arable land (hectares),Land area (sq. km),Urban land area (sq. km),Rural land area (sq. km),Total natural resources rents (% of GDP),"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",Net domestic credit (current LCU),Net foreign assets (current LCU),"Listed domestic companies, total","Stocks traded, total value (current US$)",Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",Deposit interest rate (%),Real interest rate (%),Broad money (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"External health expenditure per capita, PPP (current international $)","Mortality rate, infant (per 1,000 live births)",Number of infant deaths,"Population, total","ICT service exports (BoP, current US$)","Patent applications, residents","Trademark applications, total",Rail lines (total route-km),Gini index (World Bank estimate),Multidimensional poverty headcount ratio (% of total population),Poverty headcount ratio at national poverty lines (% of population),Start-up procedures to register a business (number),Cost of business start-up procedures (% of GNI per capita),Profit tax (% of commercial profits),Merchandise exports to high-income economies (% of total merchandise exports),Fuel exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),NaN,NaN,NaN,NaN,NaN,Merchandise imports (current US$),Food imports (% of merchandise imports),Fuel imports (% of merchandise imports),Ores and metals imports (% of merchandise imports),"Bound rate, simple mean, all products (%)","Share of tariff lines with international peaks, all products (%)","Binding coverage, all products (%)",Export value index (2000 = 100),"Armed forces personnel, total","Armed forces personnel, total",Military expenditure (% of GDP),"Central government debt, total (% of GDP)",Expense (% of GDP),Tax revenue (% of GDP),Taxes on goods and services (% of revenue),"Revenue, excluding grants (% of GDP)",Social contributions (current LCU),IDA resource allocation index (1=low to 6=high),"Employers, total (% of total employment) (modeled ILO estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)",Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
1991 [YR1991],-15222222.22,10185185.19,-33855555.56,93100000,81481.48148,7333333.333,3940000,17768608.62,90295835.4,2.904257789,6159938.3,2852388.5,-72000,204911117.9,208281656,NaN,1.346472042,NaN,779035000,NaN,NaN,NaN,91153100,38095100,443043800,593360700,572670700,249250000,75014400,352708400,NaN,NaN,42.00648948,99.48586079,NaN,NaN,219763222.2,212100259.3,92314814.81,126318518.5,130632730,NaN,NaN,8.31210637,NaN,4507.158227,4507.158227,305858525.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12836,0,159,NaN,24995,45379,NaN,NaN,NaN,NaN,4000,750,NaN,NaN,0.046038487,NaN,NaN,8.585839945,311622000,34344868.7,NaN,NaN,68.99440158,7.652709382,4.174609588,3.310266989,52.44853594,NaN,NaN,NaN,NaN,12.8,20,70374,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.88776661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,110000000,NaN,NaN,NaN,NaN,NaN,NaN,101.3478533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992 [YR1992],-20411111.11,6348148.148,-27329629.63,97677777.78,103703.7037,7485185.185,6250000,20410000.41,90775407.8,2.674712154,6065725.1,4887694.8,NaN,219686925.2,225924317,NaN,2.029985816,NaN,794849300,NaN,NaN,NaN,97256900,41019100,451952900,631957300,612307300,269140000,87836500,375873300,NaN,NaN,42.58832045,96.09035294,NaN,NaN,234058259.3,226780481.5,99681481.48,125225925.9,139212343,NaN,NaN,5.600129132,NaN,4692.117404,4692.117404,320459070.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12120,6,162,NaN,24994,45550,NaN,NaN,NaN,NaN,4000,750,NaN,NaN,0.040582717,NaN,NaN,8.249924481,339156000,49746250,NaN,NaN,72.7696549,4.385729421,3.961931115,6.837563395,56.15268627,NaN,NaN,NaN,NaN,12.8,20,70544,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.43374057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105000000,NaN,NaN,NaN,NaN,NaN,NaN,99.77884158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993 [YR1993],-13200000,7081481.481,-20522222.22,97059259.26,92592.59259,8700000,6130000,19915109.14,94252814.3,3.137617312,7503722.2,781800.4,NaN,231963425.5,241477822.8,NaN,2.162133124,NaN,812035000,NaN,NaN,NaN,98198200,41628800,462562700,662924500,645714500,262780000,93349900,394275900,NaN,NaN,39.63950646,89.44457476,NaN,NaN,245527592.6,239153518.5,97325925.93,122285185.2,146028109.6,NaN,NaN,3.725640293,NaN,4887.257038,4887.257038,336964583.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12795,3,160,NaN,25035,45796,NaN,NaN,NaN,NaN,4000,750,NaN,NaN,0.029638351,NaN,NaN,7.595736769,367662000,27415331.61,NaN,NaN,73.91142974,2.680123529,4.193259494,9.002424902,52.93438393,NaN,NaN,NaN,NaN,12.8,20,70831,5644444.444,NaN,103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.31493649,0.000238925,0.130713363,NaN,NaN,NaN,NaN,NaN,93000000,27.24709274,6.358077175,0.386283589,NaN,NaN,NaN,91.01406269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994 [YR1994],-22600000,5792592.593,-22203703.7,100074074.1,92592.59259,7070370.37,12790000,15414832.05,90196402.5,3.0715419,7781857.2,728540.9,NaN,245556541.3,248010307.7,NaN,0.034000997,NaN,812311100,NaN,NaN,NaN,98809000,37623900,482648400,713814300,684054300,285390000,97925300,437891000,NaN,NaN,39.98098665,91.15816256,NaN,NaN,264375666.7,253353444.4,105700000,135300000,162181834.8,NaN,NaN,7.732280962,NaN,4978.415091,4978.415091,338578470.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12822,3,174,NaN,25047,45996,NaN,NaN,NaN,NaN,4000,750,NaN,NaN,0.033180441,NaN,NaN,8.185291188,400625779,287724.5352,NaN,NaN,73.92261752,7.639961792,4.495344296,3.688713243,51.64774648,NaN,NaN,NaN,NaN,12.8,20,71043,6725925.926,NaN,226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.10373506,0.000879249,0.544731036,NaN,NaN,NaN,NaN,NaN,96000000,27.97102179,6.56792821,0.339391858,NaN,NaN,NaN,87.99324394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995 [YR1995],-54092592.59,22059259.26,-34807407.41,107459259.3,207407.4074,7866666.667,24600000,22123442.28,96402573.8,2.688811362,7023770.8,4323734.1,NaN,253609815.1,264288658.3,NaN,3.030169106,NaN,836925500,NaN,NaN,NaN,105662900,38483100,502077200,741209800,705299800,301320000,106873100,458930700,NaN,NaN,40.65245764,93.2165225,NaN,NaN,274522148.1,261222148.1,111600000,144300000,169974335.2,NaN,NaN,9.57039829,NaN,5232.770513,5232.770513,353577951.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12627,4,170,NaN,25004,46094,NaN,NaN,NaN,NaN,3000,750,NaN,NaN,0.040285367,NaN,NaN,8.797969212,439603410,39014770.93,NaN,NaN,74.89657569,0.783977974,4.201604795,10.63340214,60.02751097,NaN,NaN,NaN,NaN,12.9,20,71098,7425925.926,NaN,180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.63157991,0.000107611,1.312522437,NaN,NaN,NaN,NaN,NaN,113000000,26.21785515,5.612697908,0.419398987,NaN,NaN,NaN,84.16351577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996 [YR1996],-17800000,22777777.78,-42525925.93,121844444.4,103703.7037,10170370.37,22640000,22894379.55,100027756.8,2.569874458,7028056.5,2707062.9,NaN,265120154.2,275769960.7,NaN,3.104923915,NaN,862911400,NaN,NaN,NaN,109046100,40797300,514479000,789172200,738392200,327780000,113341400,482733700,NaN,NaN,41.53466126,91.17781899,NaN,NaN,292286000,273478592.6,121400000,145100000,178790256.3,NaN,NaN,15.77088746,NaN,5506.579629,5506.579629,364870807.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,173,NaN,24886,46050,NaN,NaN,NaN,NaN,3000,750,NaN,NaN,0.02761474,NaN,NaN,8.965442016,450251776,69013683.61,NaN,NaN,76.15271448,3.264541048,4.299955443,7.907643223,59.9584789,NaN,NaN,NaN,NaN,13,19,70936,9333333.333,NaN,193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.2979162,NaN,1.669579301,NaN,NaN,NaN,NaN,NaN,133000000,27.80115682,6.541187545,0.336846564,58.67,49.01432,94.83,95.76075069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997 [YR1997],-21114814.81,20185185.19,-35696296.3,137155555.6,207407.4074,10355555.56,7210000,23892440.09,92864586.8,3.857086159,11034277.8,-3068384.3,NaN,276368194.5,283200329.3,NaN,2.185299673,NaN,881768600,NaN,NaN,NaN,112327500,41822800,527104000,818070800,772410800,370300000,119153700,498587800,NaN,NaN,45.26503085,102.3138829,NaN,NaN,302989185.2,286078074.1,137148148.1,172851851.9,184662159.6,NaN,NaN,5.089519869,NaN,5751.26781,5751.26781,382821765.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,174,NaN,24706,45893,NaN,NaN,NaN,8.3,3000,750,NaN,NaN,0.037896292,NaN,NaN,9.094241354,484118333,63446576.88,NaN,NaN,78.00802089,1.445010258,4.26853957,9.589480476,60.64796152,NaN,NaN,NaN,NaN,13.2,19,70599,15025925.93,NaN,220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.05498659,3.92E-06,1.849446758,NaN,NaN,NaN,NaN,NaN,135000000,26.30970432,6.817181919,0.290520719,58.7,49.32323,94.87,97.7832356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.09000015,NaN,NaN,NaN,NaN,NaN
1998 [YR1998],-6511111.111,12322222.22,-20577777.78,151603703.7,400000,12740740.74,24160000,27665292.71,95991269.3,3.553666868,10916293.4,1625708.6,NaN,296839566.7,294594589.6,NaN,3.773847243,NaN,915045200,NaN,NaN,NaN,120502500,48862600,550369000,870506600,829396600,409330000,129848400,531062300,NaN,NaN,47.0220444,100.4277279,NaN,NaN,322409851.9,307183925.9,151603703.7,172185185.2,196689744.4,NaN,NaN,6.299157849,NaN,6071.087941,6071.087941,405488667.9,NaN,NaN,NaN,NaN,17.11160088,12,NaN,NaN,5,168,NaN,24500,45685,NaN,75,NaN,NaN,3000,750,NaN,NaN,0.030749314,NaN,NaN,5.918187409,486145212,90501177.76,NaN,NaN,78.78743605,2.539987242,4.22703064,8.516260865,58.79592113,NaN,NaN,NaN,NaN,13.5,18,70185,16862962.96,NaN,242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.08345658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,132000000,NaN,NaN,NaN,58.7,49.32323,94.87,115.7457831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999 [YR1999],-17955555.56,9225925.926,-23788888.89,156807407.4,137037.037,13559259.26,4960000,31574051.17,114531130.5,3.63471899,11130038.6,-2783259.1,NaN,295784489.4,293329822.5,NaN,0.354780288,NaN,918291600,NaN,NaN,NaN,115288500,40409300,567701900,895749300,826779300,423400000,134880800,549901300,NaN,NaN,47.26768974,101.7025634,NaN,NaN,331759000,306214555.6,156814814.8,180592592.6,203667162.2,NaN,NaN,3.242824394,NaN,6211.568504,6211.568504,399574861.6,NaN,114.52937,6.68383,85.4539032,11.41961956,12,NaN,12044,5,174,NaN,24317,45518,NaN,79.62141418,NaN,NaN,4000,750,NaN,NaN,0.02546175,NaN,NaN,6.659638026,504957661,124813788.1,NaN,NaN,79.71671642,2.535993742,4.37927713,8.640555386,62.09145405,NaN,NaN,NaN,NaN,13.7,18,69835,25444444.44,NaN,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62.04116475,0,2.825373318,NaN,NaN,NaN,NaN,NaN,138000000,23.41653045,6.332471118,0.401047006,58.7,41.48304,94.87,103.9951402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.52999878,NaN,NaN,NaN,NaN,NaN
2000 [YR2000],-17596296.3,8229629.63,-38566666.67,144511111.1,118518.5185,18066666.67,5040000,29372786.74,163554633.4,3.741129269,11004545.6,3436757.2,NaN,283688223.8,294215355,NaN,2.339507407,NaN,939775100,NaN,NaN,NaN,140410600,43402600,575035100,900366000,794206000,390180000,142801000,559461400,NaN,NaN,43.33571014,98.23671707,NaN,NaN,333468888.9,294150370.4,144511111.1,183077777.8,207207937.8,NaN,NaN,5.194621959,NaN,6516.257455,6516.257455,400344100.1,NaN,102.06436,4.31459,86.23890686,NaN,12,98.3451,11774,7,175,NaN,24193,45457,NaN,80.9923172,NaN,NaN,5000,750,251.302948,503.7093811,0.024917286,NaN,NaN,7.718026114,554549483,65721861.25,NaN,NaN,80.39984628,-1.782406959,3.874530078,13.70753149,59.79436207,219.9755402,5.3237443,254.785553,10.17905998,14.1,17,69650,18844444.44,NaN,156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.48115685,0,4.224879923,NaN,NaN,NaN,NaN,NaN,148000000,21.04482846,9.580327803,0.325591181,58.7,9.401512,94.87,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001 [YR2001],-17115925.93,15303703.7,-44500370.37,121248518.5,107037.037,17469259.26,8630000,31224517.74,210133915.8,5.62847229,17735205.7,2363992,NaN,300388354.8,311238008.2,NaN,-0.06280226,NaN,939184900,NaN,NaN,NaN,137581000,40874400,584535100,918553700,850764700,327371000,141327600,581232200,NaN,NaN,35.63983249,84.36011961,NaN,NaN,340205074.1,315098037,121248518.5,165748888.9,215271187.8,NaN,NaN,6.248848999,NaN,6653.953701,6653.953701,429313346.6,NaN,98.39407,4.08574,85.41951752,NaN,12,92.80762,11430,12,174,NaN,24115,45546,NaN,82.35340881,NaN,NaN,5000,750,NaN,NaN,0.024272778,NaN,9.664160666,9.816247216,556909502,95591937.74,NaN,NaN,81.44817508,2.084145225,3.976509162,8.870725473,61.68993244,172.0189362,4.6450181,226.9600678,7.26832867,14.5,17,69661,9489629.63,NaN,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.12367289,0,4.278284102,NaN,NaN,NaN,NaN,NaN,131000000,22.52830521,9.818462828,0.371773882,58.7,43.68288,94.87,82.11620937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.43000031,NaN,NaN,NaN,NaN,NaN
2002 [YR2002],-20110637.04,17671674.07,-33066907.41,123167614.8,122962.963,13642492.59,21130000,45497423.66,218947142.1,4.227390965,12904737.2,5125771.1,12959000,290765495.4,298060769.1,NaN,-2.828878531,NaN,912616500,NaN,NaN,NaN,114355300,36262000,584916800,899627000,824215000,332552600,139159900,569561600,NaN,NaN,36.96560908,83.85539785,NaN,NaN,333195185.2,305264814.8,123167629.6,156234518.5,210948723.3,NaN,NaN,9.696499218,NaN,6551.441467,6551.441467,419179922.6,NaN,91.20103,3.53241,83.65096283,NaN,12,94.44293,10984,13,176,NaN,23962,45875,NaN,87.7,NaN,8.3,5000,750,NaN,NaN,0.022139035,NaN,14.72240346,5.778826892,510760887,191351552.9,NaN,NaN,81.58668204,0.790758917,3.91396179,10.10225234,68.93861689,158.5223084,4.6531105,222.0938568,16.53262711,15,17,69837,14899259.26,NaN,149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.33895803,0,3.740476967,NaN,NaN,NaN,NaN,NaN,116000000,24.23842806,9.451414925,0.458238511,58.7,45.82848,94.87,80.24993188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.714867797,NaN,NaN,NaN,NaN
2003 [YR2003],-31472140.74,15899259.26,-38925815.19,118410740.7,64481.48148,12765555.56,2930000,47735245.63,224771350.7,5.031431319,15914139.6,2068243,-274000,300137001.4,327964751.8,NaN,6.353391594,NaN,970598600,NaN,NaN,NaN,123230900,39700600,621106200,926938800,853995100,319709000,126137600,588867000,NaN,NaN,34.49084233,80.32004918,NaN,NaN,343310666.7,316294481.5,118410740.7,157336555.6,218098880,NaN,NaN,3.468286963,NaN,7070.44996,7070.44996,456635202.3,NaN,86.82594,3.66157,83.55930328,NaN,12,92.1144,10460,13,180,NaN,23838,46262,NaN,85.02826691,NaN,NaN,5000,750,NaN,NaN,0.022810796,NaN,11.88020687,3.040787051,473427235,275765430.2,NaN,NaN,82.77243677,-3.119307139,3.658637812,15.09073857,72.53332949,191.1897583,4.84617901,237.3544617,11.25616074,15.5,16,70100,7152962.963,NaN,213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.52522923,0,4.389731832,NaN,NaN,NaN,NaN,NaN,128000000,23.67119961,10.86168715,0.335814685,58.7,46.19593,94.87,74.65856453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004 [YR2004],-26173948.15,20794074.07,-43633295.93,130478220.4,80211.11111,18109985.19,17690000,42321834.56,244648126.5,5.416327265,18083279.2,-1165371.9,NaN,315362152.4,348578861.8,NaN,3.050694695,NaN,1000208600,NaN,NaN,NaN,129202500,42488200,625993600,991437600,901438400,352291200,131586200,615289500,NaN,NaN,35.53337094,82.9494766,NaN,NaN,367199111.1,333866074.1,130478222.2,174111518.5,227885016.3,NaN,NaN,8.805926059,NaN,7452.326953,7452.326953,476896541.7,NaN,80.97345,2.86669,92.27603149,NaN,12,90.36291,9872,18,182,NaN,23719,46663,NaN,86.33309174,13.44896604,NaN,5000,750,NaN,NaN,0.022028743,NaN,8.330040664,1.507027069,489705233,334955802.8,NaN,NaN,84.75409981,3.791885197,3.258416475,4.961424224,72.25764355,191.5744324,4.74520159,247.4588165,15.09341335,16.1,16,70382,8249629.63,NaN,171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.65436341,0,5.616330759,NaN,NaN,NaN,NaN,NaN,144000000,21.822706,11.08995577,0.374989986,NaN,NaN,NaN,78.37432301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005 [YR2005],-19235559.26,15224814.81,-66767578.52,129357542.6,113200,19665974.07,6170000,49172196.73,241254953.3,5.209919277,17467585.8,-1096667.6,37000,313854251.8,356700691,NaN,0.65623311,NaN,1006772300,NaN,NaN,NaN,134493300,41399500,615277900,983488700,905244000,349000000,128041800,598618700,NaN,NaN,35.48591865,89.37570915,NaN,NaN,364255074.1,335275555.6,129259259.3,196296296.3,221710625.6,NaN,NaN,6.296313662,NaN,7712.208309,7712.208309,501085760.7,NaN,101.43541,2.90223,89.16526031,NaN,12,87.91784,9441,19,190,NaN,23576,47013,NaN,87.61289978,13.27797737,NaN,5000,750,NaN,NaN,0.02119594,NaN,8.678447468,1.808408068,518031489,323767478.3,NaN,NaN,86.17957969,-1.448482634,3.146951517,11.53372251,76.82299532,216.2456513,4.97772503,256.7341309,10.66280365,16.8,17,70589,8123555.556,NaN,205,NaN,NaN,NaN,NaN,5,30.2,25.9,60.57829459,0,6.889835928,NaN,NaN,NaN,NaN,NaN,165000000,19.42016438,13.25752167,0.481816785,NaN,NaN,NaN,77.97867218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.783333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006 [YR2006],-25907525.93,24809740,-54421862.96,144430703.3,235233.3333,19574622.22,16710000,63047100.26,235938849.4,5.38668209,20213299.1,-2110591.7,37000,348908473.3,388111591.2,NaN,4.658759483,NaN,1053675400,NaN,NaN,NaN,138677900,43619100,641613800,1053675400,1013163700,390000000,138677900,641613800,NaN,NaN,37.0132965,87.97775862,NaN,NaN,390250148.1,375245814.8,144444444.4,198888888.9,237634751.5,NaN,NaN,5.239232277,NaN,8300.59253,8300.59253,564432283,NaN,102.44313,2.54713,89.3319931,NaN,12,86.82763,8912,24,200,NaN,23406,47312,NaN,88.87660217,13.97622149,NaN,5000,750,NaN,NaN,0.028680859,NaN,9.648153082,-4.378655134,504646188,388323883.9,NaN,NaN,88.07759128,2.367449672,3.333017696,6.969941688,79.72939237,224.8987885,4.78092194,263.9116516,10.24872875,17.5,17,70718,9142281.481,NaN,220,NaN,NaN,NaN,NaN,5,30,25.9,61.41174351,0,6.856947333,NaN,NaN,NaN,NaN,NaN,167000000,20.8324655,15.46851848,0.308479072,58.73,38.87793,94.73,77.40012616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.825,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007 [YR2007],-40486774.81,54749740.74,-88487512.22,147844255.2,612340.7407,21152903.7,19780000,60522068.62,232939635.2,5.169600857,20769440.1,-3450222,299000,368821597.9,407478273.3,NaN,6.353759422,NaN,1120623400,NaN,NaN,NaN,150079300,41864000,677518700,1137714800,1084754700,399179500,152586900,671762000,NaN,NaN,35.08607781,91.17182092,NaN,NaN,421375851.9,401761000,147844259.3,236331777.8,248800737.4,NaN,NaN,4.841186866,NaN,9055.27703,9055.27703,611226901.5,NaN,108.125,3.41317,92.27590942,NaN,12,83.08997,8643,24,210,NaN,23219,47576,NaN,90.13578033,14.90856599,9.15,5000,750,NaN,NaN,0.027065259,NaN,12.8905363,-4.625122482,521364297,437315820.7,NaN,NaN,91.27676431,1.525168937,3.258102061,7.528028385,81.34720195,229.4463959,4.79109907,285.2404175,14.01366329,18.3,17,70795,12206237.04,NaN,204,NaN,NaN,NaN,NaN,5,27.1,25.9,54.56577065,0,10.6387947,NaN,NaN,NaN,NaN,NaN,196000000,21.01926612,17.18818387,0.496631887,58.73,43.33563,94.73,68.74059863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008 [YR2008],-56548262.96,54302029.63,-130588408.9,156733717,619140.7407,19039159.26,20890000,55150083.36,221911559.8,4.60573108,20258497.5,-3576560.4,1724000,399704508.4,449091065.6,NaN,7.120741901,NaN,1200420100,NaN,NaN,NaN,162175700,36745400,715829400,1237113500,1187606100,423181000,157351700,723494500,NaN,NaN,34.20712813,96.91517391,NaN,NaN,458190185.2,439854111.1,156733703.7,287322111.1,267960919.3,NaN,NaN,4.86070236,NaN,9884.291474,9884.291474,672058787.4,NaN,110.93308,2.74824,89.74291992,NaN,12,83.93383,8369,24,190,NaN,23017,47810,NaN,90.9,NaN,NaN,5000,750,NaN,NaN,0.026123925,NaN,7.227751996,-3.548637453,576784327,450173455.8,NaN,NaN,97.08189517,1.508536561,3.202075737,7.443226041,79.00083048,259.7449646,5.04968786,326.6416931,13.08128262,19.2,18,70827,11700266.67,NaN,NaN,NaN,NaN,NaN,NaN,5,25.5,25.9,70.3595836,0,14.23510862,NaN,NaN,NaN,NaN,NaN,247000000,21.88849937,15.64257824,0.398337323,NaN,NaN,NaN,74.63990176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009 [YR2009],-42420685.56,40834444.44,-116516723,147949173.7,435029.6296,19091697.04,24650000,75464032.69,217933286.6,4.607351152,21904282.5,-2823613.7,249000,415696318.2,462245393.5,NaN,-1.169757154,NaN,1186378100,NaN,NaN,NaN,149046200,35782500,722865100,1320500700,1283634800,399462800,150019800,784560500,NaN,NaN,30.25085863,84.32564254,NaN,NaN,489074333.3,475420296.3,147949185.2,264465888.9,290577960.4,NaN,NaN,7.561730335,NaN,9839.806461,9839.806461,677696725.9,NaN,114.0873,3.29243,89.86779785,NaN,12,91.3626,8231,24,184,NaN,22815,48036,NaN,92.68689728,NaN,NaN,6000,750,NaN,NaN,0.02198654,NaN,7.498964556,-2.198112428,631595910,486018975.3,NaN,NaN,97.08797596,8.003847533,3.203233839,1.866087714,81.47888638,264.4023132,4.98329306,344.1196594,14.44726753,20.2,18,70851,9746796.296,NaN,NaN,NaN,NaN,NaN,NaN,5,22.6,25.9,46.84865536,0,8.132319558,NaN,NaN,NaN,NaN,NaN,225000000,22.06597551,15.64178266,0.993787491,NaN,NaN,NaN,62.49416788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.808333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN
