,"Foreign direct investment, net (BoP, current US$)","Net capital account (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Exports of goods and services (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Net secondary income (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Total reserves (includes gold, current US$)","External debt stocks, long-term (DOD, current US$)",Total debt service (% of GNI),"Debt service on external debt, total (TDS, current US$)","Net financial flows, bilateral (NFL, current US$)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",Adjusted net national income (current US$),"GNI, Atlas method (current US$)",Exports of goods and services (annual % growth),GDP growth (annual %),GNI growth (annual %),GDP (constant LCU),GNI (constant LCU),Gross national expenditure (constant LCU),Gross domestic income (constant LCU),"Industry (including construction), value added (constant LCU)","Manufacturing, value added (constant LCU)","Services, value added (constant LCU)",GDP (current LCU),GNI (current LCU),Exports of goods and services (current LCU),"Industry (including construction), value added (current LCU)","Services, value added (current LCU)",Gross savings (% of GDP),Gross savings (% of GNI),Exports of goods and services (% of GDP),Trade (% of GDP),Imports of goods and services (constant 2010 US$),Exports of goods and services (constant 2010 US$),GDP (current US$),GNI (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Services, value added (current US$)","Net ODA provided, total (% of GNI)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net official aid received (current US$),"GDP per capita, PPP (current international $)","GDP per capita, PPP (current international $)","GNI, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Over-age students, primary (% of enrollment)","Persistence to grade 5, total (% of cohort)","Government expenditure on education, total (% of government expenditure)","Compulsory education, duration (years)","Adjusted net enrollment rate, primary (% of primary school age children)","Primary education, pupils",Aquaculture production (metric tons),Cereal production (metric tons),"Plant species (higher), threatened",Rural population,Urban population,Electricity production from coal sources (% of total),Access to electricity (% of population),GDP per unit of energy use (PPP $ per kg of oil equivalent),"Annual freshwater withdrawals, total (% of internal resources)",Arable land (hectares),Land area (sq. km),Urban land area (sq. km),Rural land area (sq. km),Total natural resources rents (% of GDP),"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",Net domestic credit (current LCU),Net foreign assets (current LCU),"Listed domestic companies, total","Stocks traded, total value (current US$)",Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",Deposit interest rate (%),Real interest rate (%),Broad money (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"External health expenditure per capita, PPP (current international $)","Mortality rate, infant (per 1,000 live births)",Number of infant deaths,"Population, total","ICT service exports (BoP, current US$)","Patent applications, residents","Trademark applications, total",Rail lines (total route-km),Gini index (World Bank estimate),Multidimensional poverty headcount ratio (% of total population),Poverty headcount ratio at national poverty lines (% of population),Start-up procedures to register a business (number),Cost of business start-up procedures (% of GNI per capita),Profit tax (% of commercial profits),Merchandise exports to high-income economies (% of total merchandise exports),Fuel exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),,,,,,Merchandise imports (current US$),Food imports (% of merchandise imports),Fuel imports (% of merchandise imports),Ores and metals imports (% of merchandise imports),"Bound rate, simple mean, all products (%)","Share of tariff lines with international peaks, all products (%)","Binding coverage, all products (%)",Export value index (2000 = 100),"Armed forces personnel, total","Armed forces personnel, total",Military expenditure (% of GDP),"Central government debt, total (% of GDP)",Expense (% of GDP),Tax revenue (% of GDP),Taxes on goods and services (% of revenue),"Revenue, excluding grants (% of GDP)",Social contributions (current LCU),IDA resource allocation index (1=low to 6=high),"Employers, total (% of total employment) (modeled ILO estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)",Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
1972 [YR1972],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2588493.0,1862071.0,,,,,,55910.0,,,,,,,,,,,,,,,,,,,,,,4450564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973 [YR1973],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569851.0,1900310.0,,,,,,55910.0,,,,,,,,,,,,,,,,,,,,,,4470161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974 [YR1974],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2551324.0,1939336.0,,,,,,55910.0,,,,,,,,,,,,,,,,,,,,,,4490660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975 [YR1975],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2532902.0,1979180.0,,,,,,55910.0,,,,,,,,,,,,,,,,,,,,,,4512082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976 [YR1976],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515402.0,2020532.0,,,,,,55910.0,,,,,,,,,,,,,,,,,,,,,,4535934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977 [YR1977],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497414.0,2062157.0,,,,,,55910.0,,,,,,,,,,,,,,,,,,,,,,4559571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978 [YR1978],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477863.0,2103222.0,,,,,,55910.0,,,,,,,,,,,,,,,,,,,,,,4581085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979 [YR1979],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2453749.0,2141029.0,,,,,,55910.0,,,,,,,,,,,,,,,,,,,,,,4594778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980 [YR1980],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2424775.0,2175007.0,,,,,,55910.0,,,,,,,,,,,,,,,,,,,,,,4599782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981 [YR1981],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2403196.0,2208313.0,,,,,,55910.0,,,,,,,,,,,,,,,,,,,,20.7,,4611509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982 [YR1982],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398819.0,2235415.0,,,,,,55910.0,,,,,,,,,,,,,,,,,,,,19.4,1273.0,4634234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983 [YR1983],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394948.0,2263306.0,,,,,,55910.0,,,,,,,,,,,,,,,,,,,,18.2,1186.0,4658254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 [YR1984],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2389894.0,2290391.0,,,,,,55910.0,,,,,,,,,,,,,,,,,,,,17.0,1098.0,4680285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985 [YR1985],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2384230.0,2317187.0,,,,,,55910.0,,,,,,,,,,,0.00012054,,,,,,,,,15.9,1010.0,4701417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986 [YR1986],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377862.0,2343584.0,,,,,,55910.0,,,,,,,,,,,0.00018081,,,,,,,,,14.8,923.0,4721446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987 [YR1987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2370489.0,2369256.0,,,,,,55910.0,,,,,,,,,,,0.000421889874176096,,,,,,,,,13.8,836.0,4739745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988 [YR1988],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2361531.0,2393676.0,,,,,,55910.0,,,,,,,,,,,0.00120539964050313,,,,,,,,,12.8,753.0,4755207.0,,,,,,,,,,,,,,,,,,,,,,,,4.208404,,,,,,,,,,,,,,,,,,,
1989 [YR1989],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350879.0,2416381.0,,,,,,55910.0,,,,,,,,,,,0.018080994607547,,,,,,,,,11.9,677.0,4767260.0,,,,,,,,,,,,,,,,,,,,,,,,4.33863,,,,,,,,,,,,,,,,,,,
1990 [YR1990],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339143.0,2438225.0,7.42661664091812,,,,,55910.0,5302.795898,51019.57031,,,,,,,,,0.108485967645282,,,,,,,,,11.1,611.0,4777368.0,,,,,,,,,,,,,,,,,,,,,,,,11.52495,,,,,,,,,,,,,,,,,,,
1991 [YR1991],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2280881.0,2408141.0,4.719829996644671,,,,,55910.0,,,,,,,,,,,0.241079928100626,,,,,,,,,10.5,555.0,4689022.0,,,,,,,,,,,,,,,,,,,,,,,,6.321393,,,,,,,,,24.519230769230766,,75030000.0,,5.32999992370605,40.9799995422363,,11.1400003433228,,,
1992 [YR1992],,,,,,,10000.0,166800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002668409738376114,,,,,,,,,,,,,,6802.0,2359524.0,,2215245.0,2360573.0,7.863401482812852,,,,1212000.0,55910.0,,,,,,,,,,,1.74782947872954,,434.466990509276,,,,,,,9.9,510.0,4575818.0,,479.0,2991.0,,,,,,,,,8.672678126226062,4.831224457855822,,,,,,4500000000.0,12.499902952733368,9.638815764554373,3.917933109957382,,6.29284,,,103000.0,103000.0,7.60738644340829,,,,37.58382738847313,,321270000.0,,5.26999998092651,,,10.8000001907349,,,
1993 [YR1993],-123672189.560376,0.0,428949821.600208,6196066941.24164,11718000.0,418540170.0,,616200823.710927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206976.0,4603.0,2737666.0,,2216595.0,2383868.0,4.841070681723129,,,,1062000.0,55910.0,,,,,,,39356957300.0,-1961683332.70258,2.0,13200000.0,27.9652716596727,,379.312781557498,,,,,,,9.4,474.0,4600463.0,49460000.0,503.0,5438.0,,,,,,,,80.00905756729522,9.665426354382914,1.6088099333124624,,,,,,4666000000.0,8.977339688749938,9.892010556774565,3.006854765720338,,5.085296,,,80000.0,80000.0,10.7267571545045,,,,43.50747901760389,,4756850000.0,,5.19999980926514,,,10.4300003051758,,,
1994 [YR1994],-107523753.837685,0.0,349535864.933269,7259941708.2683,27172000.0,599491624.0,94860000.0,1404995142.26945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0022164018325674,,,,,,,85.53173,,,,,,212986.0,4941.0,2600256.0,,2230739.0,2421285.0,1.151259546335347,,,,1104000.0,55910.0,,,,,,,43280260200.0,1139779453.11594,36.0,13200000.0,57.9797227082006,,6.51949826688002,,,,,,,9.0,447.0,4652024.0,68770000.0,277.0,5197.0,,,,,,,,81.3076912785609,9.068337360682696,1.9596381057954053,,,,,,5229000000.0,11.19291100017693,11.268764234763681,2.4228889538258316,,5.157619,,,70000.0,70000.0,11.1481772894242,,,,43.81862461139868,,11604970000.0,,5.28999996185303,,,10.1599998474121,,,
1995 [YR1995],-100741501.412042,0.0,-2180537358.18667,6971775373.92238,45820000.0,791444250.0,30540000.0,1895723866.40663,,,,,,18783782651.1288,,,,,228016853249.68298,227521111071.18277,229012791134.4033,217005283991.63574,53933569200.953705,34461590882.8442,125613635892.306,117872537899.31499,117596384720.074,32334716696.176403,31406290310.0364,59170017315.11,12.278670983616886,12.307505152601342,27.431933911354527,63.09227876385446,11437868358.027258,10607168572.960999,22534323220.02657,22481529540.428616,6181600653.088706,8035817370.43844,11290848359.71553,,,0.23699454560457417,,7995.7782583688295,7995.7782583688295,36854190234.0985,20672495182.34072,87.00124,,,,,,210212.0,4007.0,2764527.0,,2204725.0,2415305.0,2.608883139284174,,4.725193442806885,,1117000.0,55910.0,,,0.77096084312664,,,12.858880932000435,47976526500.0,3049151984.5979,61.0,308000000.0,60.2699820251566,,5.52468478332037,,20.819921363670428,,,,,8.6,424.0,4620030.0,73946000.0,265.0,5769.0,2296.0,,,,,,,79.89532633782058,8.43263671625467,2.3380776166574715,,,,,,7352000000.0,11.789644204670486,11.600025691416496,2.5340149615682184,4.09,7.162161,100.0,101.9327105,150000.0,150000.0,9.31501043048842,,,22.734583879826463,,,18197448000.0,,5.21999979019165,,,9.92000007629395,,,
1996 [YR1996],-465985640.630684,1.39698386192322e-09,-1908337957.91164,7974084600.08344,33302142.852,920214382.185,25370000.0,2313998603.45799,,,,,,19864316469.0748,,16.746152210078463,5.905339710447805,5.709248123032907,241482023031.15,240510855834.51788,238722284103.3071,229283267731.44113,56725717256.6355,34249735514.042202,132662541387.39099,129586338643.00699,129024977888.879,39540298994.8435,33216369762.9834,67775811837.512695,17.477275647042838,17.553315626261256,30.512706361564646,67.50878191695526,12589274918.07898,12383461167.368656,23846442648.965256,23743141196.289978,7276195023.157686,8822247939.684076,12454529075.116854,,,0.5614674000229783,,8724.58852431421,8724.58852431421,39586563314.24887,21506206250.354115,86.18367,,,,,,207890.0,2889.0,2766037.0,,2164211.0,2392886.0,1.0740177212924014,,4.926926143238446,,986000.0,55980.0,,,0.871085780239946,,,11.292617071552467,48464861800.0,11740608673.9992,71.0,178720000.0,62.8615912522382,3.807498888843,5.585,18.02133883525022,28.262023129531773,,,,,8.3,406.0,4557097.0,84476940.946,259.0,5475.0,2726.0,,,,,,,72.48905605853801,9.221147856705384,2.1806747188356046,,,,,,7784000000.0,11.253315171445404,11.010440407853302,2.5198851758984224,6.16,9.906788,100.0,104.7813431,104700.0,104700.0,8.29201114721082,,,22.454488107855994,,,20307166000.0,,5.09999990463257,,,9.68000030517578,,,
1997 [YR1997],-347839775.473083,-6.98491930961609e-10,-3359038637.24735,8025208807.71812,31062059.58,903665652.576,38640000.0,2539059849.80139,,,,,,20080416600.2063,25027669036.47891,6.695449064911614,6.203341583098592,6.4470887881671075,256461977781.549,256016804255.34985,271319251051.0431,245972952589.05508,62650795104.584404,36388762866.4324,139977803491.317,147048862107.707,146776504811.88998,45963066031.5412,39328849537.473,76317910577.4205,16.34713524762244,16.377468859640953,31.257002177871474,75.39702579589704,16247194354.791933,13212589502.302935,23869243597.653965,23825034057.05451,7460809991.160147,10535889761.448513,12378956773.690874,,,0.1694016491800193,,9467.178322271364,9467.178322271364,42853377935.555786,24558894698.69564,87.04401,,,,,,203933.0,3510.0,3182961.0,,2143249.0,2391671.0,4.9916967861678225,,5.030575860399496,,983000.0,55980.0,,,0.749760840398596,,,4.985689718992904,56194800000.0,16912882971.2156,77.0,242360000.0,65.4833354703325,6.84747592067005,4.29666666666667,8.067597297038597,34.472351076658356,,,,,8.0,388.0,4534920.0,128922067.149,273.0,6498.0,2726.0,,,,,,,71.78139306170223,9.82433696400253,2.5840825802776166,,,,,,9101000000.0,10.447292901838063,9.31666184730697,2.315075655347093,6.09,8.83796,100.0,89.83956133,98000.0,98000.0,8.94249252887489,,,21.711009893171237,,,22394356000.0,,4.86999988555908,,,9.71000003814697,,,
1998 [YR1998],-842125015.152154,-4.6566128730774e-10,-1994802426.68471,8544686561.65313,47156607.895,813827108.096,35510000.0,2815737659.72276,,,,,,21417492343.9982,24592294028.479206,-0.21748469464314724,2.2907627879564956,1.7514614475628036,262336913333.826,260500839881.1646,266076981229.72937,253670198231.35388,63876235332.675,37388131843.3635,143542914160.821,162662967779.982,161464659300.43002,47717501243.8164,40804443553.719505,84780609716.94571,17.56562334352882,17.69598645513705,29.335196507885623,65.42759778942838,14498648555.523312,13183854142.369398,25562674678.230164,25374359106.19176,7498860849.530338,9226183123.16215,13367807584.115158,,,0.15519604220666142,,9821.57394280535,9821.57394280535,44184782068.7397,24702635290.719475,93.39382,1.53017,,,8.0,83.99954,206121.0,5989.0,3214303.0,,2131554.0,2400581.0,4.697049065828531,,5.048517040833813,,1089000.0,55910.0,,,0.348898148942455,,,4.3863087569204255,66937000000.0,12713485455.8328,50.0,100040000.0,69.6720992210809,8.141056046362564,4.62083333333333,7.038440562642764,35.211333459421,,,,,7.7,369.0,4532135.0,148112366.913,267.0,6249.0,2726.0,,,,,,,66.38013296076929,5.804859221252353,2.18428506344833,,,,,,8276000000.0,9.687792935343147,7.10941557253751,2.2548611673518466,6.07,6.800004,100.0,101.9313566,96180.0,96180.0,6.60021947195919,,,23.685217677887042,,,22922923000.0,,5.25,,,11.3900003433228,0.0,0.0,
1999 [YR1999],-1392389910.61577,333154.7833982,-1634724463.27361,8118848281.92958,50405741.8,632683653.855,28350000.0,3024996087.37961,,,,,,19248640570.5008,23370486587.460514,1.4486848528135283,-0.9480534548160051,-2.2574934738238284,259849819163.707,254620050421.59106,259944142213.0948,249609772417.47736,64960067907.1188,39141024322.038,143059661382.46503,166819424116.569,163260665858.616,50656836907.2716,40375114525.2531,89148011922.63829,15.895891367638898,16.242390228063112,30.366270100461406,66.7675840833408,14037622388.87459,13374846640.346933,23457038980.351955,22956630040.44265,7123027814.344193,8538670410.324325,12577041677.798557,,,0.21113726681709638,,9867.613423929759,9867.613423929759,43578635043.10897,24369321154.67166,97.04672,1.46947,,,8.0,92.57827,202999.0,6313.0,2887907.0,,2111986.0,2400611.0,3.9762657008553597,,5.111774776863216,,1068000.0,55910.0,,,0.596362437046487,,,6.032091318675486,65937900000.0,16653616710.3776,61.0,68810000.0,72.4723175629808,3.5368412723926212,4.31083333333333,11.017648649588233,33.702610051400974,,,,,7.5,349.0,4512597.0,117716242.204,246.0,6025.0,2726.0,,,,,,,73.56764085781826,7.750353715011826,2.2274577244790046,,,,,,7799000000.0,8.460247164368484,11.039329685276284,2.345267529621866,6.08,6.025379,100.0,97.08683094,101000.0,101000.0,4.4296297097959405,,,22.843921924446324,,,23290476000.0,,5.09000015258789,,,13.5600004196167,,,
