NaN,"Foreign direct investment, net (BoP, current US$)","Net capital account (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Exports of goods and services (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Net secondary income (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Total reserves (includes gold, current US$)","External debt stocks, long-term (DOD, current US$)",Total debt service (% of GNI),"Debt service on external debt, total (TDS, current US$)","Net financial flows, bilateral (NFL, current US$)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",Adjusted net national income (current US$),"GNI, Atlas method (current US$)",Exports of goods and services (annual % growth),GDP growth (annual %),GNI growth (annual %),GDP (constant LCU),GNI (constant LCU),Gross national expenditure (constant LCU),Gross domestic income (constant LCU),"Industry (including construction), value added (constant LCU)","Manufacturing, value added (constant LCU)","Services, value added (constant LCU)",GDP (current LCU),GNI (current LCU),Exports of goods and services (current LCU),"Industry (including construction), value added (current LCU)","Services, value added (current LCU)",Gross savings (% of GDP),Gross savings (% of GNI),Exports of goods and services (% of GDP),Trade (% of GDP),Imports of goods and services (constant 2010 US$),Exports of goods and services (constant 2010 US$),GDP (current US$),GNI (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Services, value added (current US$)","Net ODA provided, total (% of GNI)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net official aid received (current US$),"GDP per capita, PPP (current international $)","GDP per capita, PPP (current international $)","GNI, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Over-age students, primary (% of enrollment)","Persistence to grade 5, total (% of cohort)","Government expenditure on education, total (% of government expenditure)","Compulsory education, duration (years)","Adjusted net enrollment rate, primary (% of primary school age children)","Primary education, pupils",Aquaculture production (metric tons),Cereal production (metric tons),"Plant species (higher), threatened",Rural population,Urban population,Electricity production from coal sources (% of total),Access to electricity (% of population),GDP per unit of energy use (PPP $ per kg of oil equivalent),"Annual freshwater withdrawals, total (% of internal resources)",Arable land (hectares),Land area (sq. km),Urban land area (sq. km),Rural land area (sq. km),Total natural resources rents (% of GDP),"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",Net domestic credit (current LCU),Net foreign assets (current LCU),"Listed domestic companies, total","Stocks traded, total value (current US$)",Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",Deposit interest rate (%),Real interest rate (%),Broad money (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"External health expenditure per capita, PPP (current international $)","Mortality rate, infant (per 1,000 live births)",Number of infant deaths,"Population, total","ICT service exports (BoP, current US$)","Patent applications, residents","Trademark applications, total",Rail lines (total route-km),Gini index (World Bank estimate),Multidimensional poverty headcount ratio (% of total population),Poverty headcount ratio at national poverty lines (% of population),Start-up procedures to register a business (number),Cost of business start-up procedures (% of GNI per capita),Profit tax (% of commercial profits),Merchandise exports to high-income economies (% of total merchandise exports),Fuel exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),NaN,NaN,NaN,NaN,NaN,Merchandise imports (current US$),Food imports (% of merchandise imports),Fuel imports (% of merchandise imports),Ores and metals imports (% of merchandise imports),"Bound rate, simple mean, all products (%)","Share of tariff lines with international peaks, all products (%)","Binding coverage, all products (%)",Export value index (2000 = 100),"Armed forces personnel, total","Armed forces personnel, total",Military expenditure (% of GDP),"Central government debt, total (% of GDP)",Expense (% of GDP),Tax revenue (% of GDP),Taxes on goods and services (% of revenue),"Revenue, excluding grants (% of GDP)",Social contributions (current LCU),IDA resource allocation index (1=low to 6=high),"Employers, total (% of total employment) (modeled ILO estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)",Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
1973 [YR1973],NaN,NaN,NaN,NaN,NaN,NaN,7260000,NaN,87567697.1,0.458788946,2314021.5,32111432.5,552000,480766735.7,487765466,-7.008818958,3.706165319,NaN,1.41966E+12,NaN,1.72019E+12,1.47389E+12,2.35403E+11,1.88154E+11,6.03641E+11,1.1242E+11,1.1242E+11,17607188500,16071700500,58548269100,NaN,NaN,15.66197565,41.61214261,821962081.2,356479104,504376035.7,504376035.7,78995251.9,130886423.4,262678806.8,NaN,NaN,5.250051086,NaN,NaN,NaN,NaN,NaN,57.90794,NaN,47.75336075,NaN,NaN,NaN,197851,NaN,344166,NaN,2500624,613051,0,NaN,NaN,NaN,1300000,112760,NaN,NaN,7.26543586,NaN,NaN,-1.036292741,11570000000,4455579885,NaN,NaN,NaN,4.822739942,NaN,NaN,13.15246736,NaN,NaN,NaN,NaN,147.1,20823,3113675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.69986357,0.013583675,0.35557834,NaN,NaN,NaN,NaN,NaN,112000000,21.82943701,5.704298465,0.983434863,NaN,NaN,NaN,NaN,NaN,NaN,1.67752809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1974 [YR1974],2343120.329,0,-73899688.67,114999847.2,0,42342344.67,11710000,NaN,104736798.1,1.119426334,6234698.3,2735722.1,3612000,531275465.9,599423362.3,-0.919791279,3.339312161,NaN,1.46706E+12,1.47346E+12,1.77751E+12,1.47652E+12,3.0193E+11,2.26457E+11,6.63047E+11,1.33508E+11,1.34062E+11,19114016800,22808809500,68599193600,11.10189165,11.05604573,14.31675614,43.8114045,832084491.1,353200240.3,554654787,556954764.5,79408573.24,163593479.1,284993162.2,NaN,NaN,5.937645533,NaN,NaN,NaN,NaN,NaN,47.78171,NaN,67.11708832,NaN,NaN,NaN,203795,NaN,335444,NaN,2525227,662185,0,NaN,NaN,NaN,1330000,112760,NaN,NaN,7.300531867,NaN,NaN,-1.814123307,14032000000,7042573343,NaN,NaN,NaN,14.9207099,NaN,NaN,13.81864611,NaN,NaN,NaN,NaN,144.1,20930,3187412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57.68609128,4.864261984,0.407421058,NaN,NaN,NaN,NaN,NaN,147000000,17.84938909,9.779066843,0.667187787,NaN,NaN,NaN,NaN,NaN,NaN,1.442379182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1975 [YR1975],-1889760.249,0,-119288199.4,144228368.7,0,67172811.24,19920000,NaN,113928315.7,0.901351744,6089263.8,2839047.7,-183000,642502230.7,668407887.1,0.656751756,-4.895345445,-5.49934812,1.39524E+12,1.39243E+12,1.74167E+12,1.39327E+12,2.60968E+11,1.98906E+11,6.48706E+11,1.45062E+11,1.44783E+11,21074964500,23448299500,77313701900,10.14933463,10.16886407,14.52824593,47.94122796,882690879.3,355519889,676870140.3,675570202.3,98337358.6,226162498.4,360751508.2,NaN,NaN,8.009530383,NaN,NaN,NaN,NaN,NaN,64.75321,NaN,60.57138062,NaN,NaN,NaN,244032,NaN,298579,NaN,2549963,715202,0,NaN,NaN,NaN,1370000,112760,NaN,NaN,8.248116961,NaN,NaN,-2.034302536,29493000000,5479951997,NaN,NaN,NaN,14.24693576,NaN,NaN,21.96233294,NaN,NaN,NaN,NaN,141.1,21025,3265165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.28805909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,188000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.492907801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.5,NaN,NaN,NaN,NaN,NaN
1976 [YR1976],-2452390.826,0,-152855929.9,116689442.7,0,88005676.93,16980000,NaN,136239652.7,0.615759011,4300511.7,13439704,NaN,654058673.5,706757920.1,-3.576470627,0.884356333,NaN,1.40758E+12,NaN,1.72156E+12,1.39313E+12,2.28677E+11,1.65307E+11,6.40121E+11,1.66885E+11,1.66885E+11,21680441300,21544910800,89940099200,11.21581514,11.21581514,12.99124631,44.01975771,824573185.4,342804824.6,698408244.4,698408244.4,90731935.28,216705681.7,376396363.3,NaN,NaN,7.266523614,NaN,NaN,NaN,NaN,NaN,55.70534,NaN,51.67945099,NaN,NaN,NaN,259880,NaN,277970,NaN,2574679,772494,0,NaN,NaN,NaN,1400000,112760,NaN,NaN,7.170673517,NaN,NaN,-1.378194572,29800000000,6329760525,NaN,NaN,NaN,14.03543002,NaN,NaN,18.35455562,NaN,NaN,NaN,NaN,137.9,21110,3347173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.36361957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,219000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.28164794,NaN,NaN,13.05749474,NaN,NaN,1950000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1977 [YR1977],-3126021.572,0,-165170350.7,161608802.7,0,108702515.8,13800000,NaN,179936571.8,0.518400593,3887225.5,19540098.5,NaN,705586478,787514355.3,7.0680984,4.983663725,NaN,1.47773E+12,1.47732E+12,1.82878E+12,1.48774E+12,2.61286E+11,2.06298E+11,6.79695E+11,1.84272E+11,1.84223E+11,29813186600,23139010600,1.02433E+11,13.61510129,13.61873269,16.17890261,50.95968552,903051716.7,367034607,750049739.2,749849740.5,121349816.9,260873171.5,416937105.5,NaN,NaN,6.510637673,NaN,NaN,NaN,NaN,NaN,63.70138,NaN,53.31798172,NaN,NaN,NaN,279673,NaN,326072,NaN,2599354,834085,0,NaN,NaN,NaN,1430000,112760,NaN,NaN,11.97544818,NaN,NaN,-3.321720158,31479000000,6286589060,NaN,NaN,NaN,5.176886815,NaN,NaN,18.94916263,NaN,NaN,NaN,NaN,134.9,21203,3433439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.36473131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,268000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.678787879,NaN,NaN,12.97267119,9.612362493,14.93498782,1947000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1978 [YR1978],-753359.5619,0,-206021682.5,164236816,0,115436842.5,37020000,NaN,214723252.1,0.558040512,5184996.1,14578408.8,NaN,868880911.9,876798040,9.672730153,1.255078032,1.317649903,1.49628E+12,1.49679E+12,1.85648E+12,1.50522E+12,2.44901E+11,1.89498E+11,6.65042E+11,2.09599E+11,2.09667E+11,34636415000,29355100200,1.07844E+11,10.50405643,10.50066481,16.52508821,51.07045265,954686686.3,402536874.1,928843304.8,929143313.3,153492175.5,320872304.7,477913022.4,NaN,NaN,6.494154269,NaN,NaN,NaN,NaN,NaN,61.19624,NaN,60.14760971,NaN,NaN,NaN,293648,NaN,417890,NaN,2623501,900437,0,NaN,NaN,NaN,1450000,112760,NaN,NaN,9.875061911,NaN,NaN,-2.348771063,40177000000,867671721.7,NaN,NaN,NaN,12.33445895,NaN,NaN,18.61507222,NaN,NaN,NaN,NaN,132,21315,3523938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.75702892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,311000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.194306931,NaN,NaN,12.26007922,10.44042724,14.10837073,2128000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1979 [YR1979],-3370602.002,0,-207604638.2,176267911.7,0,154488275.6,36260000,NaN,348913568,0.549403546,6523789.4,30822757.8,NaN,1110774299,1113346639,35.89674289,6.535747409,6.614404065,1.59407E+12,1.59579E+12,2.03028E+12,1.5836E+12,2.64076E+11,1.69339E+11,7.14095E+11,2.52337E+11,2.52592E+11,44200308700,33670199300,1.30367E+11,12.64138488,12.62860985,17.51637947,54.53816815,1217076550,547034500.8,1186231265,1187431250,207784769.9,439164032.2,612851774.8,NaN,NaN,7.12546521,NaN,NaN,NaN,NaN,NaN,84.04906,NaN,58.91004181,NaN,NaN,NaN,338948,NaN,389148,NaN,2653248,965278,0,NaN,NaN,NaN,1470000,112760,NaN,NaN,7.167350842,NaN,NaN,-6.577711221,46915000000,-19275502488,NaN,NaN,NaN,13.00468583,NaN,NaN,16.14547131,NaN,NaN,NaN,NaN,129.4,21472,3618526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.97818989,2.270102034,0.227492875,NaN,NaN,NaN,NaN,NaN,320000000,23.42441606,10.71382122,0.400720226,NaN,NaN,NaN,NaN,NaN,NaN,1.930460034,NaN,NaN,10.78914255,8.503631524,12.93072295,2529000000,NaN,NaN,35.75999832,NaN,NaN,NaN,NaN,NaN
1980 [YR1980],-4316555.846,0,-194590526.8,226240536.6,0,150752873.1,40980000,NaN,385320506,1.43938922,20185298,33419799.5,NaN,1311438968,1433291317,10.84573916,6.781763872,6.427266122,1.70218E+12,1.69836E+12,2.2503E+12,1.67549E+12,2.60702E+11,1.67323E+11,7.92045E+11,2.96901E+11,2.96288E+11,46959382500,36464398300,1.55237E+11,4.172432884,4.181061079,15.81651288,53.1386196,1435785682,606364435.8,1405251547,1402351617,222261792,524469482.1,734744790.8,NaN,NaN,6.291574972,NaN,NaN,NaN,NaN,NaN,64.31646,NaN,55.05413055,NaN,NaN,NaN,357348,NaN,345952,NaN,2700929,1016236,0,NaN,NaN,NaN,1500000,112760,NaN,NaN,7.311760439,NaN,NaN,-5.114162895,69816000000,-25423272427,NaN,NaN,NaN,10.18781985,NaN,NaN,20.43812689,NaN,NaN,NaN,NaN,127,21648,3717165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.33084431,4.203018097,1.146296375,NaN,NaN,NaN,NaN,NaN,331000000,26.26818892,8.336143843,0.998868585,NaN,NaN,NaN,16.00890953,NaN,NaN,2.031651419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981 [YR1981],-2060858.229,0,-214619984,454846131.5,0,120692690.1,35530000,NaN,443969123.5,1.755761477,22612803.2,7315376.1,NaN,1209242786,1561860098,9.191892103,9.954231167,9.919816381,1.87162E+12,1.86683E+12,2.47272E+12,1.7945E+12,3.10493E+11,1.57243E+11,9.34385E+11,3.50838E+11,3.49968E+11,55890243600,45294600200,1.90943E+11,-3.251557619,-3.259636439,15.93050046,59.8893721,1571358787,662100800.5,1291119965,1287919999,205681872,567561768.1,702691307.8,NaN,NaN,6.307845047,NaN,NaN,NaN,NaN,NaN,76.23362,NaN,NaN,NaN,NaN,NaN,379926,NaN,361635,NaN,2750110,1070018,0,NaN,NaN,NaN,1530000,112760,NaN,NaN,8.184468929,NaN,NaN,-5.294751955,68424000000,-16001125408,NaN,NaN,NaN,7.468948266,NaN,NaN,21.50166389,NaN,NaN,NaN,NaN,124.8,21847,3820128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.88238867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,543000000,NaN,NaN,NaN,NaN,NaN,NaN,8.573074169,NaN,NaN,1.551371319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982 [YR1982],541681.7195,0,-464769001.6,183365348.4,0,106565227.3,25970000,NaN,665975642.2,1.986111952,25060332.6,48359402.3,181061000,1164938359,1427033830,-25.90433686,2.235066345,2.002994699,1.91345E+12,1.90422E+12,2.38447E+12,1.9131E+12,4.17259E+11,2.56024E+11,8.94765E+11,4.166E+11,4.14628E+11,74034135000,62999998500,2.182E+11,13.22154751,13.28441893,17.77103583,57.85733537,1205292620,490587978.8,1267778489,1261778450,225297369.5,508205482.7,664016492.1,NaN,NaN,6.31648107,NaN,NaN,NaN,NaN,NaN,75.08219,NaN,59.42763138,NaN,NaN,NaN,404297,NaN,352337,NaN,2800774,1126940,0,NaN,NaN,NaN,1550000,112760,NaN,NaN,10.45883052,NaN,NaN,-2.444791175,1.15715E+11,-40159828517,NaN,NaN,NaN,16.14828401,NaN,NaN,23.62890071,NaN,NaN,NaN,NaN,122.6,22057,3927714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70.32692788,3.92913016,0.074491907,NaN,NaN,NaN,NaN,NaN,464000000,24.91914309,4.732624324,0.698500904,NaN,NaN,NaN,6.077948159,NaN,NaN,1.305689831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983 [YR1983],532716.0671,0,-196320303.9,182464437.7,34114.82203,108424777.1,23730000,NaN,702075345.3,3.045717984,32956141.1,15233241.7,41991000,989142440.6,1156983593,-27.4587142,-4.347822734,-5.063473765,1.83026E+12,1.8078E+12,2.17853E+12,1.83049E+12,4.00955E+11,2.27129E+11,8.35938E+11,4.174E+11,4.12332E+11,57452142600,64100012000,2.149E+11,8.192515498,8.293213489,13.76428919,45.34201189,891441813.6,355878827.8,1095348303,1082048347,150766908.1,345886049.7,563944246.7,NaN,NaN,7.849002361,NaN,NaN,NaN,NaN,NaN,68.08998,NaN,39.77822113,NaN,NaN,NaN,428185,NaN,351157,NaN,2852850,1187099,0,NaN,NaN,NaN,1560000,112760,NaN,NaN,8.855784618,NaN,NaN,-0.138715861,1.32321E+11,-66474571384,NaN,NaN,NaN,4.746209742,NaN,NaN,23.23909939,NaN,NaN,NaN,NaN,120.5,22277,4039949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.86000975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,318000000,NaN,NaN,NaN,NaN,NaN,NaN,16.95422145,NaN,NaN,1.621793843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984 [YR1984],462288.4048,0,-102579966.2,282142394.5,219701.4201,93601959.19,27320000,NaN,662871778.7,4.638342117,47382237.9,1785478.4,-8123000,924929330.1,1121503707,37.20177708,7.929839564,6.169500097,1.97539E+12,1.91934E+12,2.21663E+12,1.99179E+12,4.34771E+11,2.13017E+11,8.52799E+11,4.593E+11,4.46366E+11,89928073200,78399995900,2.279E+11,7.516614021,7.734415749,19.57937532,50.51130349,892496794.6,488272076,1051133927,1021533917,205805456.7,325135991.3,521562009.7,NaN,NaN,7.344836774,NaN,NaN,NaN,NaN,NaN,67.66297,19.93849,55.10815048,NaN,NaN,50.10471,429190,15,483030,NaN,2906198,1250621,0,NaN,NaN,NaN,1570000,112760,NaN,NaN,10.41187541,NaN,NaN,3.184410977,1.3149E+11,-42572826472,NaN,NaN,NaN,1.953580959,NaN,NaN,24.32309973,NaN,NaN,NaN,NaN,118.5,22502,4156819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89.46288264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,288000000,NaN,NaN,NaN,NaN,NaN,NaN,42.47239347,NaN,NaN,2.020289981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985 [YR1985],0,0,-102167335.9,335438290.1,0,91260583.23,26480000,NaN,745711629.3,4.797959511,49150906.8,4454424.7,-17976000,932659089.7,1114750040,27.66798475,7.530324837,8.442502091,2.12415E+12,2.08138E+12,2.37266E+12,2.12398E+12,4.74625E+11,2.38553E+11,9.03383E+11,4.698E+11,4.60231E+11,1.1112E+11,78467997700,2.43131E+11,2.634224205,2.688996047,23.65261835,60.30121798,1052850837,623367119.5,1045712703,1024412705,247338434.7,383239061.8,541177509.6,NaN,NaN,9.167204118,NaN,NaN,NaN,NaN,NaN,68.6305,18.51262,43.61222839,NaN,NaN,50.83997,444232,11,535415,NaN,2960894,1317607,0,NaN,NaN,NaN,1580000,112760,NaN,NaN,8.954765485,NaN,NaN,1.170306448,1.50927E+11,-46858213529,NaN,NaN,NaN,-4.876981735,NaN,NaN,23.75906637,NaN,NaN,NaN,NaN,116.4,22719,4278501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92.67368482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,331000000,NaN,NaN,NaN,NaN,NaN,NaN,38.20392519,4500,4500,1.894108684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986 [YR1986],0,0,-141204638.7,380299609.8,0,114349768.8,41270000,NaN,857769295.1,4.724644493,61897663.9,17123853.2,-17929000,1207344889,1202357029,-22.38974019,2.171141598,2.314274224,2.17026E+12,2.12954E+12,2.42606E+12,2.13891E+12,3.73178E+11,2.28473E+11,9.75698E+11,4.627E+11,4.53696E+11,77159489500,56022999000,2.50881E+11,4.137373953,4.219483377,16.67592095,49.2914177,910562822.6,483796841.1,1336102041,1310102040,222807320.1,435776317.7,724449176.3,NaN,NaN,10.27935184,NaN,NaN,NaN,NaN,NaN,66.3502,19.09209,50.11800003,NaN,NaN,48.90028,444163,15,496618,NaN,3016338,1388168,0,NaN,NaN,NaN,1590000,112760,NaN,NaN,7.698247059,NaN,NaN,1.713831784,1.40541E+11,-39603881969,NaN,NaN,NaN,-3.604172582,NaN,NaN,23.58804741,NaN,NaN,NaN,NaN,114.4,22928,4404506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.00227694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,387000000,NaN,NaN,NaN,NaN,NaN,NaN,26.50227198,NaN,NaN,1.967418682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.36000061,NaN,NaN,NaN,NaN,NaN
1987 [YR1987],0,0,-145406601,457182310.5,0,139750051.3,58000000,NaN,1027018311,2.65997072,40798951,18706040.4,-1452000,1400571989,1390353353,-6.22324124,-1.500002949,-1.371871269,2.13771E+12,2.10033E+12,2.36233E+12,2.09576E+12,3.72574E+11,2.45944E+11,9.94058E+11,4.69562E+11,4.60967E+11,71690510300,58063999000,2.55228E+11,4.357863814,4.439122069,15.26752812,46.21813521,834726853.5,453688996.5,1562412030,1533812034,238541696.1,483576008.7,849240985,NaN,NaN,8.716843655,NaN,NaN,NaN,NaN,NaN,73.07228,NaN,42.04294968,NaN,NaN,NaN,462120,14,400650,NaN,3072822,1462441,0,NaN,NaN,1.161504854,1600000,112760,NaN,NaN,7.331206034,NaN,NaN,2.540026666,1.3673E+11,-60194868153,NaN,NaN,NaN,3.02845985,NaN,NaN,20.61793759,NaN,NaN,NaN,NaN,112.2,23130,4535263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.64627286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,349000000,NaN,NaN,NaN,NaN,NaN,NaN,29.06019282,NaN,NaN,2.278272941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988 [YR1988],0,87330050.53,-153359319,304546390.6,0,80156598.2,73180000,NaN,1014797516,1.773916573,28301884.3,10833245.8,NaN,1464231339,1698144639,-18.20435368,3.405245295,3.692850842,2.2105E+12,2.17789E+12,2.52011E+12,2.19344E+12,3.94917E+11,2.68792E+11,9.62959E+11,4.82587E+11,4.75201E+11,66615107600,64640999400,2.52032E+11,0.770432281,0.782408066,13.80373921,45.88682803,862115539.3,371097847,1620246187,1595446186,223654558.3,519825023.3,846177380.3,NaN,NaN,9.901305518,NaN,NaN,NaN,NaN,NaN,70.94991,18.23011,46.81312943,NaN,NaN,48.44376,470277,80,556977,NaN,3131512,1541340,0,NaN,NaN,NaN,1610000,112760,NaN,NaN,6.889648421,NaN,NaN,1.286212584,1.44045E+11,-59421794905,NaN,NaN,NaN,-0.610506907,NaN,NaN,20.27862681,NaN,NaN,NaN,NaN,110.1,23314,4672852,3357.41474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.95049646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,568000000,NaN,NaN,NaN,NaN,NaN,NaN,17.96831715,NaN,NaN,2.270625537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989 [YR1989],-62096190.07,84308778.31,-81247729.42,288377450.2,0,98346971.07,115890000,NaN,989161417.4,1.769167884,25903058.7,71204143.7,NaN,1326933469,1635602520,1.954903052,-2.854160496,-3.815979952,2.14741E+12,2.09478E+12,2.30645E+12,2.12132E+12,4.25737E+11,2.72457E+11,8.42636E+11,4.79244E+11,4.67072E+11,64676085800,61190000600,2.36627E+11,4.514204646,4.631847928,13.49542898,38.30036736,663470386.8,378352450.1,1502294411,1464137968,202741075.4,372643203,741759353.9,NaN,NaN,18.29540665,NaN,NaN,NaN,NaN,NaN,69.45374,17.06515,14.17000008,NaN,NaN,48.92716,482451,NaN,565013,NaN,3194225,1625791,0,NaN,NaN,NaN,1620000,112760,NaN,NaN,8.0226204,NaN,NaN,-0.525535629,1.0091E+11,-27334209892,NaN,NaN,NaN,2.224934457,NaN,NaN,21.74097454,NaN,NaN,NaN,NaN,107.9,23485,4820016,2507.771745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.99787906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,421000000,NaN,NaN,NaN,NaN,NaN,NaN,55.55711297,5000,5000,1.898816057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990 [YR1990],-62376777.14,117308228.7,-90092810.69,363861227.7,0,97449252.25,110060000,NaN,1046319865,1.931199413,37098970.1,29144916.8,NaN,1737217646,1825173515,74.9422708,8.976134361,9.556013174,2.34017E+12,2.29496E+12,2.44321E+12,2.30343E+12,4.60646E+11,2.96209E+11,9.63718E+11,5.3363E+11,5.2303E+11,1.02357E+11,66454942000,2.82246E+11,9.688373957,9.884723626,19.18130301,45.72018215,898142996.9,661898367.9,1959965244,1921032590,375946872.3,520152807.1,1036658341,NaN,NaN,13.89252875,NaN,1259.572448,1259.572448,6147621824,NaN,72.38974,20.89956,67.11257172,NaN,NaN,39.50607,418272,NaN,545898,NaN,3261662,1716834,0,NaN,3.774586031,NaN,1615000,112760,1447.184937,113916.9609,7.735940734,NaN,NaN,1.940728375,1.12427E+11,168215026.5,NaN,NaN,NaN,2.176596925,NaN,NaN,25.11560712,NaN,NaN,NaN,NaN,105.7,23635,4978496,3305.605572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.94042285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,265000000,NaN,NaN,NaN,NaN,NaN,NaN,73.39655291,6000,6000,1.674381125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
