,"Foreign direct investment, net (BoP, current US$)","Net capital account (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Exports of goods and services (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Net secondary income (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Total reserves (includes gold, current US$)","External debt stocks, long-term (DOD, current US$)",Total debt service (% of GNI),"Debt service on external debt, total (TDS, current US$)","Net financial flows, bilateral (NFL, current US$)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",Adjusted net national income (current US$),"GNI, Atlas method (current US$)",Exports of goods and services (annual % growth),GDP growth (annual %),GNI growth (annual %),GDP (constant LCU),GNI (constant LCU),Gross national expenditure (constant LCU),Gross domestic income (constant LCU),"Industry (including construction), value added (constant LCU)","Manufacturing, value added (constant LCU)","Services, value added (constant LCU)",GDP (current LCU),GNI (current LCU),Exports of goods and services (current LCU),"Industry (including construction), value added (current LCU)","Services, value added (current LCU)",Gross savings (% of GDP),Gross savings (% of GNI),Exports of goods and services (% of GDP),Trade (% of GDP),Imports of goods and services (constant 2010 US$),Exports of goods and services (constant 2010 US$),GDP (current US$),GNI (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Services, value added (current US$)","Net ODA provided, total (% of GNI)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net official aid received (current US$),"GDP per capita, PPP (current international $)","GDP per capita, PPP (current international $)","GNI, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Over-age students, primary (% of enrollment)","Persistence to grade 5, total (% of cohort)","Government expenditure on education, total (% of government expenditure)","Compulsory education, duration (years)","Adjusted net enrollment rate, primary (% of primary school age children)","Primary education, pupils",Aquaculture production (metric tons),Cereal production (metric tons),"Plant species (higher), threatened",Rural population,Urban population,Electricity production from coal sources (% of total),Access to electricity (% of population),GDP per unit of energy use (PPP $ per kg of oil equivalent),"Annual freshwater withdrawals, total (% of internal resources)",Arable land (hectares),Land area (sq. km),Urban land area (sq. km),Rural land area (sq. km),Total natural resources rents (% of GDP),"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",Net domestic credit (current LCU),Net foreign assets (current LCU),"Listed domestic companies, total","Stocks traded, total value (current US$)",Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",Deposit interest rate (%),Real interest rate (%),Broad money (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"External health expenditure per capita, PPP (current international $)","Mortality rate, infant (per 1,000 live births)",Number of infant deaths,"Population, total","ICT service exports (BoP, current US$)","Patent applications, residents","Trademark applications, total",Rail lines (total route-km),Gini index (World Bank estimate),Multidimensional poverty headcount ratio (% of total population),Poverty headcount ratio at national poverty lines (% of population),Start-up procedures to register a business (number),Cost of business start-up procedures (% of GNI per capita),Profit tax (% of commercial profits),Merchandise exports to high-income economies (% of total merchandise exports),Fuel exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),,,,,,Merchandise imports (current US$),Food imports (% of merchandise imports),Fuel imports (% of merchandise imports),Ores and metals imports (% of merchandise imports),"Bound rate, simple mean, all products (%)","Share of tariff lines with international peaks, all products (%)","Binding coverage, all products (%)",Export value index (2000 = 100),"Armed forces personnel, total","Armed forces personnel, total",Military expenditure (% of GDP),"Central government debt, total (% of GDP)",Expense (% of GDP),Tax revenue (% of GDP),Taxes on goods and services (% of revenue),"Revenue, excluding grants (% of GDP)",Social contributions (current LCU),IDA resource allocation index (1=low to 6=high),"Employers, total (% of total employment) (modeled ILO estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)",Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
1970 [YR1970],104383931.74922,0.0,-119848217.93429,8103285960.97651,44459822.7820753,-141111611.438761,,774815766.875111,,,,,,33441674368.3845,37720247336.98004,8.833727005508578,7.2892062604920795,,1654495963000.0,1658045195202.108,1861270980000.0,1735105257955.6436,,,,197059873000.0,194075457000.0,43261003000.0,,,27.58607807065064,28.010285922812486,21.95322789028693,44.29742477302824,46067597766.822876,33855198889.46213,38092452060.620125,37515552655.99629,8362522809.866235,8511452485.888812,,0.352,,,,,,,,,,,,,,,373.0,4988300.0,,1525398.0,6517403.0,0.27559574889431643,,,,3049000.0,410340.0,,,0.806037774676046,,,8.392880675407723,89193000000.0,4738596278.13577,,,13.68827937526,5.235287681873714,,,50.175613378173644,,,,,11.3,1300.0,8042801.0,13531250.411936,,,,,,,,,,83.66537389586067,0.9100962209241201,9.691910721367035,,,,,,7007000000.0,10.811690671899346,10.643279791255708,7.536730967690176,,,,,,,3.35866826147039,,,,,,,,,,,,,,
1971 [YR1971],91478475.968406,0.0,552097602.931456,9016943889.57311,52673622.8945205,-163873493.449619,,1144687007.38369,,,,,,36478200583.0688,40423931186.02585,4.800014222113646,0.9446462457158589,1.074303482267382,1670125097000.0,1675857632471.7312,1837631681000.0,1751682008555.793,,,,213065276000.0,210114835000.0,47237068000.0,,,26.8804949990662,27.257951995596407,22.17023293837894,43.1728321606004,44547359375.82934,35480253251.08118,41566412922.60872,40990818197.77991,9215370569.070797,8730027117.189177,,0.436,,,,,,,,98.97805,,98.2437591552734,,,,615331.0,307.0,5397150.0,,1493090.0,6605244.0,0.3051071632548772,,,,3047000.0,410340.0,,,0.749414801542149,,,8.840483232941251,97389000000.0,6262267544.34379,,,14.7006017075933,7.1102882337487054,,,51.12987064114567,,,,,10.9,1232.0,8098334.0,13656124.4541349,,,,,,,,,,84.93618960802188,0.9190896978192528,6.1169488917998525,,,,,,7067000000.0,10.582608193594456,12.21056602903265,5.692098176590023,,,,,,,3.41003678543619,,,,,,,,,,,,,,
1972 [YR1972],199265429.008227,0.0,850408581.2561,10614358958.641,62993228.2411926,-235174718.767119,,1733083776.44481,,,,,,42972305853.7119,46092087141.21944,5.899945498922918,2.2887387937982737,2.366256019562286,1708349898000.0,1715512714579.3875,1870606378000.0,1794051777274.996,,,,233139224000.0,230091633000.0,51390305000.0,,,26.352262337179038,26.70130118088365,22.042753732422135,42.58855300985303,46329217427.08152,37573568855.774796,48954145808.83588,48314218251.30186,10790841802.452543,10058020535.86427,,0.461,,,,,,,,106.05801,,96.7648468017578,,,,636219.0,244.0,5135790.0,,1471273.0,6651027.0,0.3991458836336232,,,2.396374269005848,3027000.0,410340.0,,,0.627217384631579,,,9.417119789332403,109599000000.0,9251256886.30303,,,15.5837241402111,6.973165089820512,,,52.76761151096565,,,,,10.4,1155.0,8122300.0,16798194.1976514,,,,,,,,,,84.76153503613799,0.9963990275905045,9.02588295317651,,,,,,8110000000.0,10.377686650548737,10.44331633597261,5.003843016078269,,,,,,,3.4079643498660204,,23.007711478013672,19.031546574934126,34.33127726794042,28.352157507395663,14270000000.0,,,,,,,,
1973 [YR1973],209127025.063627,0.0,1737935772.33681,14578968461.7503,73272654.4331725,-288511076.830617,,2934153065.61738,,,,,,52124950603.8045,57368933200.81871,13.700042716276457,3.967981154174538,4.145769639107328,1776136900000.0,1786633919855.4456,1913195262000.0,1865646593302.4355,,,,259439311000.0,256455325000.0,64790683000.0,,,26.965933306135575,27.279695430054982,24.973348391292944,47.298539888583036,49526000312.557846,42721163839.04549,59404966684.22137,58721710209.96954,14835409291.782106,13262272571.153801,,0.528,,,,,,,,104.84707,,96.547981262207,,,,653055.0,287.0,4719450.0,,1448019.0,6688293.0,0.6418139892390469,,,,3014000.0,410340.0,,,0.957215911792482,,,9.116968399596157,121551000000.0,14986686418.8756,,,16.6306383224921,7.033770521436907,,,53.93785523890787,,,,,9.8,1072.0,8136312.0,22897704.5103664,,,,,,,,,,85.36358778312163,0.8695193078295338,8.350230400342006,,,,,,10907000000.0,9.990195680733207,11.34757373009294,5.044667133042672,,,,,,,3.27858730550753,,22.94949048797004,17.587928299732493,35.00709219858156,27.01209763851092,15550000000.0,,,,,,,,
1974 [YR1974],353649402.873942,0.0,-121637374.236897,18838025198.9476,108122110.432798,-396447738.253591,,2566836971.55321,,,,,,57470304535.0769,70004487692.5499,5.300080835770075,3.1981956458423895,3.181393878893914,1832941233000.0,1843473782019.9692,2002719286000.0,1892591832439.4648,,,,293059617000.0,289517026000.0,86013985000.0,,,25.810994597320114,26.126823336046915,29.35033693161484,59.22187122765536,54429136186.57715,44985420056.496666,66013338964.72496,65215350272.55936,19375137405.95576,19719197188.8093,,0.694,,,,,,,,104.48128,,97.5661697387695,,,,671651.0,392.0,6490010.0,,1426605.0,6733350.0,0.5951271468512848,,,,3015000.0,410340.0,,,1.11921629281372,,,10.315989732560116,138614000000.0,13311408031.667,,,18.2790215088424,9.458146907318323,,,52.3777385541318,,,,,9.3,987.0,8159955.0,24777983.6408494,,,,,,,,,,83.39329517579722,1.3054663760013958,7.9839144081379025,,,,,,16683000000.0,8.145550034138274,17.934940854501676,5.176679640870969,,,,,,,3.21539704912016,,24.169143713853963,17.071611746493208,33.3291219204043,26.87849005139456,18710000000.0,,,,,,,,
1975 [YR1975],354216332.6372,0.0,364899742.577689,20690398179.278,115981901.761619,-620337948.412664,,3650634590.11819,,,,,,72423126041.6738,83268970358.89206,-9.300014174280037,2.5528626427053496,2.5458476728376525,1879733705000.0,1890405816398.8967,2085714725000.0,1962013155788.097,,,,344156748000.0,339964020000.0,88276094000.0,,,26.545208048804824,26.872586331518534,25.64996749678725,51.33071486368183,52524109691.10722,40801769614.883064,82885397620.53851,81875637011.70465,21260077549.251,21285589566.976543,,0.779,,,,,,,,102.70198,,99.1237030029297,,,,688806.0,420.0,5167950.0,,1414834.0,6777603.0,0.38484457245009435,,,,3002000.0,410340.0,,,0.772215850031557,,,10.618126830975285,157569000000.0,17864618475.9743,101.0,109000000.0,20.0666867786879,14.512401859778265,,,49.79852959326545,,,,,8.7,909.0,8192437.0,38592498.0288314,,,,24.3,,,,,,80.91712222914215,1.5184011538928395,7.520828337916723,,,,,,17450000000.0,7.9462542116008406,17.124280349323016,4.847245488435462,,,,,,,3.08160313845438,,24.523709179167394,16.48086237727932,30.409731113956468,27.124268387147826,25030000000.0,,,62.9599990844727,,,,,
1976 [YR1976],591377700.190856,0.0,-729921798.335496,21911281064.0395,137918854.066809,-700188736.458828,,3035642596.73134,,,,,,77767130850.7991,88142391676.01169,4.299849941580817,1.0581048766160137,1.0710612076075137,1899623259000.0,1910653219764.7014,2136785408000.0,1982334149305.5034,,,,389252248000.0,384000448000.0,98052791000.0,,,24.256391162282764,24.5881348250039,25.190038465750874,51.7585624836263,57251268946.64449,42556184481.83255,89362071672.90341,88156396611.49246,22510340228.19624,23742183475.286392,,0.777,,,,,,,,96.37623,0.49923,99.4519195556641,,,99.43542,698677.0,489.0,5433500.0,,1414069.0,6808217.0,0.14700435225483843,,,,2999000.0,410340.0,,,0.795613582628811,,,8.552294860478236,169960000000.0,14210586812.9909,98.0,126000000.0,22.1233665870451,11.91896630198886,,,46.25124220220303,,,,,8.3,842.0,8222286.0,34584529.4813687,,,,,,,,,,81.51953391991147,1.5337045446342052,4.785629877159104,,,,,,19628000000.0,8.45827725582005,17.644579450797874,4.231277690683368,,,,,,,3.00311290223018,,26.645960436431444,19.365334532377577,27.9296875,31.46802635806486,32700000000.0,,,64.4599990844727,,,,,
1977 [YR1977],655843991.055073,0.0,-852399387.143226,22838616438.4542,132087637.070553,-817250082.118623,,4392816298.95279,,,,,,81262648729.957,93189502876.90047,1.4999175214426117,-1.5962585663413336,-1.7627015190538202,1869300360000.0,1876974106436.0583,2068384880000.0,1932775841837.878,,,,423371109000.0,416317050000.0,105664285000.0,,,20.954939802464693,21.30999944200632,24.95784023845614,51.28019044870632,55075695277.003586,43194492149.33299,94468740851.48161,92894736254.90895,23577357416.99393,24866392806.140663,,0.946,,,,,,,,92.1128,,,,,,698017.0,548.0,5395310.0,,1413241.0,6838299.0,0.22336063296625142,,,2.4113450292397665,2990000.0,410340.0,,,0.577882155935597,,,7.898035385310148,188738000000.0,16591685769.8914,96.0,374000000.0,24.6546790755082,10.529569306733904,,,46.38838027088901,,,,,8.0,786.0,8251540.0,42354435.343746,,,,,,,,,,82.23518723710399,1.8356416260733568,4.3453822688277235,,,,,,20137000000.0,8.841278480510455,17.442540233911647,3.7071129197213155,,,,,,,3.10108211536798,,29.70679796669829,19.970658885937347,27.896568871208355,33.1246032189693,39250000000.0,,,,,,,,
1978 [YR1978],345765768.144911,0.0,1618675440.33146,26252068564.5555,143963675.266421,-1150243490.14049,,5479529145.95039,,,,,,89479258132.7261,103122464882.80466,7.800036127535307,1.7515480497740867,1.8450532413207412,1902042054000.0,1911605278025.6077,2022280360000.0,1956471368597.9863,,,,471922764000.0,463375586000.0,121375715000.0,,,20.439506238737025,20.81652242891368,25.719402465611935,50.358298884687834,52046566798.86263,46563678142.086365,104442351222.7509,102550754896.53645,26861948655.527275,25733442735.421043,,0.86,,,,,,,,94.08688,,99.0996017456055,,,,689839.0,640.0,5741150.0,,1411486.0,6864113.0,0.13672968433745317,,,,2996000.0,410340.0,,,0.62585478564794,,,11.682420134325202,227385000000.0,14019628735.1387,94.0,424000000.0,27.1189796868586,9.549067012658469,,,48.85100223730678,,,,,7.6,739.0,8275599.0,48695345.8682368,,,,,,,,,,82.33652367509009,1.877211796211967,4.233659396649019,,,,,,20589000000.0,9.218647682756588,16.289035658733,4.160467400788323,,,,,,,3.1477754879379303,,31.87809774736783,18.312318581012548,29.194956353055286,32.60067361361699,48010000000.0,,,,,,,,
1979 [YR1979],505137702.05406,0.0,-546068411.817837,33996232789.3991,186700434.459711,-1055571629.19549,,6621022419.20473,,,,,,105676734417.09,122664689501.28024,6.100070439507618,3.840003476600316,3.867733778940959,1975080535000.0,1985541081083.8223,2136072218000.0,2025025043868.9912,,,,528969879000.0,519699965000.0,146527119000.0,,,21.07596014337066,21.451893087673387,27.70046553066588,56.15359319920748,58083942494.244026,49404095307.97925,123386410160.7147,121224129364.83871,34178610016.0948,35107292808.65854,,0.918,,,,,,,,99.14697,,99.2734603881836,,,,686811.0,721.0,5212450.0,,1408598.0,6885080.0,0.22089916479077695,,,,2981000.0,410340.0,,,0.703470672072321,,,13.322497706906294,268927000000.0,1529964013.58055,96.0,2062300000.0000002,29.0742001338965,7.943208291701254,,,51.0429819766732,,,,,7.4,699.0,8293678.0,70076050.7489267,,,,,,,,,,83.29967235028732,2.994797118562021,4.554359922044536,,,,,,28735000000.0,7.667554086028988,21.932655661395163,4.431690135375775,,,,,,,3.12335742266503,,33.47638628021011,16.804359478472307,30.185507594404754,31.29289711409069,54190000000.0,,,,,,,,
